------------------------------------------------------ 
:: Load Love Numbers (Load-Deformation Coefficients) 
:: Computed at 05:51AM on August 19, 2022
------------------------------------------------------ 
:: Material Parameters 
Planet-Radius (m) | Planet-Mass (kg) | Lambda-Surface (Pa) | Mu-Surface (Pa) | Gravity-Surface (m/s^2) 
6371000.0 5.973244410589292e+24 34216026218.044174 26623910437.00864 9.818634933837371
------------------------------------------------------ 
:: Asymptotic Love Numbers 
hp     |     hpp     |     nlp     |     nlpp     |     nkp     |     nkpp 
-6.208751859010017 6.152341551250569 1.88993805916064 -0.25281039086602725 -2.6824947170971263 8.041777290864731
------------------------------------------------------ 
******************   Love Numbers   ****************** 
n   |   h   |   nl   |   nk | h_asymptotic | nl_asymptotic | nk_asymptotic 
   6263             nan             nan             nan   -6.2077695276    1.8898976935   -2.6812107035
   6264             nan             nan             nan   -6.2077696844    1.8898976999   -2.6812109085
   6265             nan             nan             nan   -6.2077698412    1.8898977063   -2.6812111134
   6266             nan             nan             nan   -6.2077699979    1.8898977128   -2.6812113182
   6267             nan             nan             nan   -6.2077701546    1.8898977192   -2.6812115230
   6268             nan             nan             nan   -6.2077703112    1.8898977257   -2.6812117277
   6269             nan             nan             nan   -6.2077704678    1.8898977321   -2.6812119324
   6270             nan             nan             nan   -6.2077706243    1.8898977385   -2.6812121370
   6271             nan             nan             nan   -6.2077707808    1.8898977450   -2.6812123415
   6272             nan             nan             nan   -6.2077709372    1.8898977514   -2.6812125460
   6273             nan             nan             nan   -6.2077710936    1.8898977578   -2.6812127504
   6274             nan             nan             nan   -6.2077712499    1.8898977642   -2.6812129547
   6275             nan             nan             nan   -6.2077714062    1.8898977707   -2.6812131590
   6276             nan             nan             nan   -6.2077715624    1.8898977771   -2.6812133632
   6277             nan             nan             nan   -6.2077717186    1.8898977835   -2.6812135673
   6278             nan             nan             nan   -6.2077718747    1.8898977899   -2.6812137714
   6279             nan             nan             nan   -6.2077720308    1.8898977963   -2.6812139754
   6280             nan             nan             nan   -6.2077721868    1.8898978027   -2.6812141793
   6281             nan             nan             nan   -6.2077723428    1.8898978091   -2.6812143832
   6282             nan             nan             nan   -6.2077724987    1.8898978155   -2.6812145870
   6283             nan             nan             nan   -6.2077726546    1.8898978220   -2.6812147907
   6284             nan             nan             nan   -6.2077728104    1.8898978284   -2.6812149944
   6285             nan             nan             nan   -6.2077729662    1.8898978348   -2.6812151980
   6286             nan             nan             nan   -6.2077731219    1.8898978412   -2.6812154016
   6287             nan             nan             nan   -6.2077732776    1.8898978476   -2.6812156051
   6288             nan             nan             nan   -6.2077734332    1.8898978539   -2.6812158085
   6289             nan             nan             nan   -6.2077735888    1.8898978603   -2.6812160119
   6290             nan             nan             nan   -6.2077737443    1.8898978667   -2.6812162151
   6291             nan             nan             nan   -6.2077738998    1.8898978731   -2.6812164184
   6292             nan             nan             nan   -6.2077740552    1.8898978795   -2.6812166215
   6293             nan             nan             nan   -6.2077742106    1.8898978859   -2.6812168246
   6294             nan             nan             nan   -6.2077743659    1.8898978923   -2.6812170277
   6295             nan             nan             nan   -6.2077745212    1.8898978987   -2.6812172306
   6296             nan             nan             nan   -6.2077746764    1.8898979050   -2.6812174335
   6297             nan             nan             nan   -6.2077748316    1.8898979114   -2.6812176364
   6298             nan             nan             nan   -6.2077749867    1.8898979178   -2.6812178392
   6299             nan             nan             nan   -6.2077751418    1.8898979242   -2.6812180419
   6300             nan             nan             nan   -6.2077752969    1.8898979305   -2.6812182445
   6301             nan             nan             nan   -6.2077754518    1.8898979369   -2.6812184471
   6302             nan             nan             nan   -6.2077756068    1.8898979433   -2.6812186496
   6303             nan             nan             nan   -6.2077757617    1.8898979496   -2.6812188521
   6304             nan             nan             nan   -6.2077759165    1.8898979560   -2.6812190545
   6305             nan             nan             nan   -6.2077760713    1.8898979624   -2.6812192568
   6306             nan             nan             nan   -6.2077762260    1.8898979687   -2.6812194590
   6307             nan             nan             nan   -6.2077763807    1.8898979751   -2.6812196612
   6308             nan             nan             nan   -6.2077765354    1.8898979814   -2.6812198634
   6309             nan             nan             nan   -6.2077766900    1.8898979878   -2.6812200654
   6310             nan             nan             nan   -6.2077768445    1.8898979941   -2.6812202674
   6311             nan             nan             nan   -6.2077769990    1.8898980005   -2.6812204694
   6312             nan             nan             nan   -6.2077771534    1.8898980068   -2.6812206713
   6313             nan             nan             nan   -6.2077773078    1.8898980132   -2.6812208731
   6314             nan             nan             nan   -6.2077774622    1.8898980195   -2.6812210748
   6315             nan             nan             nan   -6.2077776165    1.8898980258   -2.6812212765
   6316             nan             nan             nan   -6.2077777707    1.8898980322   -2.6812214781
   6317             nan             nan             nan   -6.2077779249    1.8898980385   -2.6812216797
